gis_cleared_amount,gis_requests_qty,gis_requests_amount,gis_cleared_qty,gis_item_desc,gis_item_code,total_cleared_item,total_requests_item,value,unit_price,quantity,uom,branch,item_desc,item_id,element_desc,element_id,item_seq,total_cleared,total_requests,date_field,status,item_type,project_name,project_id,source_file,gis_qty,gis_item_name,gis_value,gis_unit_price,request_qty,request_amount,cleared_qty,cleared_amount,total_requests_num,total_cleared_num,total_requests_item_num,total_cleared_item_num,quantity_num,unit_price_num,value_num,gis_qty_num,gis_unit_price_num,gis_value_num,request_qty_num,request_amount_num,cleared_qty_num,cleared_amount_num,_alloc,_used
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143940,,"283,000",25/06/2023,مقفل نهائي,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB موقع دير الولي _الحديدة,208060013493,هندهولات4_1779041552498.HTM,140,بلك,"77,000",,,,,,283000.0,,,,,,,140.0,,77000.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143940,,"283,000",25/06/2023,مقفل نهائي,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB موقع دير الولي _الحديدة,208060013493,هندهولات4_1779041552498.HTM,2,سلك تربيط,"2,400",,,,,,283000.0,,,,,,,2.0,,2400.0,,,,,,
,,,,,1104203,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143940,,"283,000",25/06/2023,مقفل نهائي,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB موقع دير الولي _الحديدة,208060013493,هندهولات4_1779041552498.HTM,2,مقطوعية نجارة,"48,000",,,,,,283000.0,,,,,,,2.0,,48000.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143940,,"283,000",25/06/2023,مقفل نهائي,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB موقع دير الولي _الحديدة,208060013493,هندهولات4_1779041552498.HTM,2000,ماء للعمل,"10,000",,,,,,283000.0,,,,,,,2000.0,,10000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,143940,,"283,000",25/06/2023,مقفل نهائي,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة ال WFBB موقع دير الولي _الحديدة,208060013493,هندهولات4_1779041552498.HTM,2,مقطوعية اعمال حفر(متنوعة),"16,000",,,,,,283000.0,,,,,,,2.0,,16000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,"2,250",,,,,,,,153750.0,,,,,,,2250.0,,,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1,حديد ابو 12ملم,"4,800",,,,,,153750.0,,,,,,,1.0,,4800.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"19,050",,,,,,153750.0,,,,,,,3.0,,19050.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,7,اسمنت,"23,800",,,,,,153750.0,,,,,,,7.0,,23800.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1,كري,"16,500",,,,,,153750.0,,,,,,,1.0,,16500.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1,رمل,"8,500",,,,,,153750.0,,,,,,,1.0,,8500.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,70,بلك,"40,600",,,,,,153750.0,,,,,,,70.0,,40600.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,250",,,,,,153750.0,,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"2,000",,,,,,153750.0,,,,,,,1000.0,,2000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1,مقطوعية اعمال حفر(متنوعة),"10,000",,,,,,153750.0,,,,,,,1.0,,10000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,142509,,"153,750",28/10/2023,جاري الاقفال,تصور مستقبلي,توصيل كابل الياف الى موقع GH1 (تصور مستقبلي) _الحالي_م/ الحديدة,208060013690,هندهولات4_1779041552498.HTM,1,مصنعية بناء ولياسة وحدادة ونجارة وصبة,"25,000",,,,,,153750.0,,,,,,,1.0,,25000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,2,حديد ابو 8ملم,"471,902",235951,2,"4,500",,,324800.0,,,,,,,2.0,235951.0,471902.0,2.0,4500.0,,,2.0,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,6,حديد ابو 14ملم,"38,400",,,,,,324800.0,,,,,,,6.0,,38400.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,14,اسمنت,"56,000",,,,,,324800.0,,,,,,,14.0,,56000.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,2,كري,"17,500",,,,,,324800.0,,,,,,,2.0,,17500.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,"6,000",,,,,,,,324800.0,,,,,,,6000.0,,,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,140,بلك,"77,000",,,,,,324800.0,,,,,,,140.0,,77000.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,2,سلك تربيط,"2,400",,,,,,324800.0,,,,,,,2.0,,2400.0,,,,,,
,,,,,1104203,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,2,مقطوعية نجارة,"87,000",,,,,,324800.0,,,,,,,2.0,,87000.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,2000,ماء للعمل,"10,000",,,,,,324800.0,,,,,,,2000.0,,10000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,103853,,"324,800",26/08/2023,مقفل نهائي,VIP,توصيل خدمة (تراسل المعطيات IP_MPLS) عبر الالياف الضوئية دادية للتجارة العامة _شارع الحمسين_الحديدة,208060013706,هندهولات4_1779041552498.HTM,2,مقطوعية اعمال حفر(متنوعة),"16,000",,,,,,324800.0,,,,,,,2.0,,16000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,"2,500",,,,,,,,127000.0,,,,,,,2500.0,,,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"19,800",,,,,,127000.0,,,,,,,3.0,,19800.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,7,اسمنت,"28,000",,,,,,127000.0,,,,,,,7.0,,28000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,70,بلك,"31,500",,,,,,127000.0,,,,,,,70.0,,31500.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,200",,,,,,127000.0,,,,,,,1.0,,1200.0,,,,,,
,,,,,1104203,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,1,مقطوعية نجارة,"40,000",,,,,,127000.0,,,,,,,1.0,,40000.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,105515,,"127,000",03/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل دير عبد ربه _م/ الحديدة,208060013758,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"4,000",,,,,,127000.0,,,,,,,1000.0,,4000.0,,,,,,
,,,,,1101103,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,2,حديد ابو 8ملم,"469,652",234826,1,"2,300",,,143300.0,,,,,,,2.0,234826.0,469652.0,1.0,2300.0,,,1.0,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"19,800",,,,,,143300.0,,,,,,,3.0,,19800.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,7,اسمنت,"28,000",,,,,,143300.0,,,,,,,7.0,,28000.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,1,كري,"8,500",,,,,,143300.0,,,,,,,1.0,,8500.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,1,رمل,"3,000",,,,,,143300.0,,,,,,,1.0,,3000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,70,بلك,"31,500",,,,,,143300.0,,,,,,,70.0,,31500.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,1,سلك تربيط,"1,200",,,,,,143300.0,,,,,,,1.0,,1200.0,,,,,,
,,,,,1104203,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,1,مقطوعية نجارة,"40,000",,,,,,143300.0,,,,,,,1.0,,40000.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,111043,,"143,300",13/09/2023,مقفل نهائي,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الضوئية الى موقع محطة شركة يمن موبايل المعرص_م/ الحديدة,208060013837,هندهولات4_1779041552498.HTM,1000,ماء للعمل,"4,000",,,,,,143300.0,,,,,,,1000.0,,4000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,125586,,"263,020",19/10/2023,مقفل نهائي,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الضوئية  الي مقرمكتب  الشؤن الاجتماعية  محافظة الحديدة -الميناء -الحي التجاري,208060014071,هندهولات4_1779041552498.HTM,"2,200",,,,,,,,263020.0,,,,,,,2200.0,,,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت مع الغطاء مدور,1105,هندهول دكت فرعي مدور,286,125586,,"263,020",19/10/2023,مقفل نهائي,جهات حكومية,توصيل خدمة الانترنت عبر الالياف الضوئية  الي مقرمكتب  الشؤن الاجتماعية  محافظة الحديدة -الميناء -الحي التجاري,208060014071,هندهولات4_1779041552498.HTM,3,حديد ابو 14ملم,"18,600",,,,,,263020.0,,,,,,,3.0,,18600.0,,,,,,
