gis_cleared_amount,gis_requests_qty,gis_requests_amount,gis_cleared_qty,gis_item_desc,gis_item_code,total_cleared_item,total_requests_item,value,unit_price,quantity,uom,branch,item_desc,item_id,element_desc,element_id,item_seq,total_cleared,total_requests,date_field,status,item_type,project_name,project_id,source_file,gis_qty,gis_item_name,gis_value,gis_unit_price,request_qty,request_amount,cleared_qty,cleared_amount,total_requests_num,total_cleared_num,total_requests_item_num,total_cleared_item_num,quantity_num,unit_price_num,value_num,gis_qty_num,gis_unit_price_num,gis_value_num,request_qty_num,request_amount_num,cleared_qty_num,cleared_amount_num,_alloc,_used
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,296347,"214,750.00","238,100",08/07/2025,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل باجل 6_الحديدة,208060017492,هندهولات_3_1779041552488.HTM,1,سلك تربيط,"1,250",,,,,,238100.0,214750.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,296347,"214,750.00","238,100",08/07/2025,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل باجل 6_الحديدة,208060017492,هندهولات_3_1779041552488.HTM,2000,ماء للعمل,"10,000",,,,,,238100.0,214750.0,,,,,,2000.0,,10000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,296347,"214,750.00","238,100",08/07/2025,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل باجل 6_الحديدة,208060017492,هندهولات_3_1779041552488.HTM,1,مقطوعية اعمال حفر(متنوعة),"15,000",,,,,,238100.0,214750.0,,,,,,1.0,,15000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,296347,"214,750.00","238,100",08/07/2025,منجز,تراسل يمن موبايل,توصيل خدمة التراسل عبر الالياف الى موقع محطة شركة يمن موبايل باجل 6_الحديدة,208060017492,هندهولات_3_1779041552488.HTM,1,مصنعية بناء ولياسة وحدادة وصب السق,"48,500",,,,,,238100.0,214750.0,,,,,,1.0,,48500.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,282367,"190,000","400,000",27/07/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH74 الشريف بيت الفقيه _الحديدة,208060017803,هندهولات_3_1779041552488.HTM,"400,000",,"190,000",1,,,,,400000.0,190000.0,,,,,,400000.0,1.0,190000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,"8,800",,"8,800",4,,,,,866800.0,839100.0,,,,,,8800.0,4.0,8800.0,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,4,حديد ابو 12ملم,"19,600",,,,,,866800.0,839100.0,,,,,,4.0,,19600.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,16,حديد ابو 14ملم,"108,800",,,,,,866800.0,839100.0,,,,,,16.0,,108800.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,32,اسمنت,"121,600",,,,,,866800.0,839100.0,,,,,,32.0,,121600.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,4,كري,"64,000",,,,,,866800.0,839100.0,,,,,,4.0,,64000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,6,رمل,"45,000",,,,,,866800.0,839100.0,,,,,,6.0,,45000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,468,بلك,"234,000",,,,,,866800.0,839100.0,,,,,,468.0,,234000.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,4,سلك تربيط,"5,000",,,,,,866800.0,839100.0,,,,,,4.0,,5000.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,8000,ماء للعمل,"40,000",,,,,,866800.0,839100.0,,,,,,8000.0,,40000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,4,مقطوعية اعمال حفر(متنوعة),"60,000",,,,,,866800.0,839100.0,,,,,,4.0,,60000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,298813,"839,100.00","866,800",21/11/2025,منجز,جهات حكومية,توصيل كابل الياف الى GH77 باجل 4 _الحديدة,208060017941,هندهولات_3_1779041552488.HTM,4,مصنعية بناء ولياسة وحدادة وصب السق,"160,000",,,,,,866800.0,839100.0,,,,,,4.0,,160000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,"2,200",,"2,200",1,,,,,309140.0,297240.0,,,,,,2200.0,1.0,2200.0,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,1,حديد ابو 12ملم,"4,900",,,,,,309140.0,297240.0,,,,,,1.0,,4900.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,9,اسمنت,"34,200",,,,,,309140.0,297240.0,,,,,,9.0,,34200.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,1,كري,"16,000",,,,,,309140.0,297240.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,2,رمل,"15,000",,,,,,309140.0,297240.0,,,,,,2.0,,15000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,221,بلك,"130,390",,,,,,309140.0,297240.0,,,,,,221.0,,130390.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,1,سلك تربيط,"1,250",,,,,,309140.0,297240.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,2000,ماء للعمل,"8,000",,,,,,309140.0,297240.0,,,,,,2000.0,,8000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,1,مقطوعية اعمال حفر(متنوعة),"20,000",,,,,,309140.0,297240.0,,,,,,1.0,,20000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306282,"297,240.00","309,140",14/12/2025,منجز,تراسل محطات  WFBB,توصيل كابل الياف الى موقع محطة WFBB مصنع الكبوس _الحديدة,208060018310,هندهولات_3_1779041552488.HTM,1,مصنعية بناء ولياسة وحدادة وصب السق,"50,000",,,,,,309140.0,297240.0,,,,,,1.0,,50000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,"2,200",,"2,200",1,,,,,210850.0,203950.0,,,,,,2200.0,1.0,2200.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,4,حديد ابو 14ملم,"27,600",,,,,,210850.0,203950.0,,,,,,4.0,,27600.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,8,اسمنت,"30,400",,,,,,210850.0,203950.0,,,,,,8.0,,30400.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,1,كري,"16,000",,,,,,210850.0,203950.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,1.5,رمل,"11,250",,,,,,210850.0,203950.0,,,,,,1.5,,11250.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,85,بلك,"49,300",,,,,,210850.0,203950.0,,,,,,85.0,,49300.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,1,سلك تربيط,"1,200",,,,,,210850.0,203950.0,,,,,,1.0,,1200.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,2000,ماء للعمل,"8,000",,,,,,210850.0,203950.0,,,,,,2000.0,,8000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,1,مقطوعية اعمال حفر(متنوعة),"15,000",,,,,,210850.0,203950.0,,,,,,1.0,,15000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,301644,"203,950.00","210,850",16/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / محمد نجيب ناجي شكري 2684_الحالي ش جيزان الثلاثين خلف محطة الكهرباء وقاعة الف ليلة وليلة_الحديدة,208060018434,هندهولات_3_1779041552488.HTM,1,مصنعية بناء ولياسة وحدادة وصب السق,"45,000",,,,,,210850.0,203950.0,,,,,,1.0,,45000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,"2,200",,"2,200",1,,,,,224000.0,212930.0,,,,,,2200.0,1.0,2200.0,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,1,حديد ابو 12ملم,"4,900",,,,,,224000.0,212930.0,,,,,,1.0,,4900.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,4,حديد ابو 14ملم,"27,200",,,,,,224000.0,212930.0,,,,,,4.0,,27200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,8,اسمنت,"32,000",,,,,,224000.0,212930.0,,,,,,8.0,,32000.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,1,كري,"16,000",,,,,,224000.0,212930.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101117,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,1.5,رمل,"11,250",,,,,,224000.0,212930.0,,,,,,1.5,,11250.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,102,بلك,"61,200",,,,,,224000.0,212930.0,,,,,,102.0,,61200.0,,,,,,
,,,,,1101145,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,1,سلك تربيط,"1,250",,,,,,224000.0,212930.0,,,,,,1.0,,1250.0,,,,,,
,,,,,1109807,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,2000,ماء للعمل,"8,000",,,,,,224000.0,212930.0,,,,,,2000.0,,8000.0,,,,,,
,,,,,12ERP008,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,1,مقطوعية اعمال حفر(متنوعة),"15,000",,,,,,224000.0,212930.0,,,,,,1.0,,15000.0,,,,,,
,,,,,12ERP015,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,306278,"212,930","224,000",24/12/2025,منجز,جهات حكومية,تقديم خدمة الانترنت عبر الالياف للاخوة / مصلحة الضرائب والجمارك _مركز الجاد الجمركي_الصليف  _الحديدة,208060018512,هندهولات_3_1779041552488.HTM,1,مصنعية بناء ولياسة وحدادة وصب السق,"45,000",,,,,,224000.0,212930.0,,,,,,1.0,,45000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,305919,"460,000","460,000",25/12/2025,منجز,جهات حكومية,توصيل كابل الياف GH82 الى جبل راس_الحديدة,208060018514,هندهولات_3_1779041552488.HTM,"460,000",,"460,000",2,,,,,460000.0,460000.0,,,,,,460000.0,2.0,460000.0,,,,,,
,,,,,,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,304839,"184,250.00","198,500",31/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / منتجع شرم شيخ الحديدة 3513_الحالي شارع كيلو 7_الحديدة,208060018549,هندهولات_3_1779041552488.HTM,"2,200",,"2,200",1,,,,,198500.0,184250.0,,,,,,2200.0,1.0,2200.0,,,,,,
,,,,,1101105,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,304839,"184,250.00","198,500",31/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / منتجع شرم شيخ الحديدة 3513_الحالي شارع كيلو 7_الحديدة,208060018549,هندهولات_3_1779041552488.HTM,1,حديد ابو 12ملم,"4,900",,,,,,198500.0,184250.0,,,,,,1.0,,4900.0,,,,,,
,,,,,1101106,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,304839,"184,250.00","198,500",31/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / منتجع شرم شيخ الحديدة 3513_الحالي شارع كيلو 7_الحديدة,208060018549,هندهولات_3_1779041552488.HTM,4,حديد ابو 14ملم,"27,200",,,,,,198500.0,184250.0,,,,,,4.0,,27200.0,,,,,,
,,,,,1101114,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,304839,"184,250.00","198,500",31/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / منتجع شرم شيخ الحديدة 3513_الحالي شارع كيلو 7_الحديدة,208060018549,هندهولات_3_1779041552488.HTM,8,اسمنت,"30,400",,,,,,198500.0,184250.0,,,,,,8.0,,30400.0,,,,,,
,,,,,1101116,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,304839,"184,250.00","198,500",31/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / منتجع شرم شيخ الحديدة 3513_الحالي شارع كيلو 7_الحديدة,208060018549,هندهولات_3_1779041552488.HTM,1,كري,"16,000",,,,,,198500.0,184250.0,,,,,,1.0,,16000.0,,,,,,
,,,,,1101139,,,,,,,ادارة فرع الحديدة,هندهول دكت فرعي مقاس 160 سم * 140 سم 100 ارتفاع,10983,هندهول دكت فرعي مربع,5,304839,"184,250.00","198,500",31/12/2025,منجز,VIP,تقديم خدمة الانترنت عبر الالياف للاخوة / منتجع شرم شيخ الحديدة 3513_الحالي شارع كيلو 7_الحديدة,208060018549,هندهولات_3_1779041552488.HTM,85,بلك,"49,300",,,,,,198500.0,184250.0,,,,,,85.0,,49300.0,,,,,,
